age,workclass,finalweigth,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,final
60,89,136939,87,10,58,93,46,98,56,0,0,40,95,8
56,54,264436,87,10,25,31,65,98,34,0,0,40,95,8
57,77,199572,2,7,58,55,46,98,56,0,0,40,95,8
61,33,28291,17,13,58,31,100,98,34,0,0,40,95,8
50,77,215990,39,9,58,23,46,98,56,0,0,40,95,9
56,85,179594,39,9,58,31,46,98,56,0,0,48,95,8
61,84,139391,87,10,58,82,46,98,56,0,1902,35,95,9
45,77,187370,60,14,25,31,96,98,56,7430,0,70,95,9
31,77,473133,60,14,58,79,46,98,56,5178,0,40,95,9
60,85,205246,39,9,62,31,65,18,56,0,2559,50,95,9
26,77,182308,87,10,58,79,46,98,56,0,0,40,95,8
56,85,51662,2,7,58,68,100,98,34,0,0,40,95,8
45,77,289468,2,7,99,68,96,98,34,0,0,40,95,8
28,77,201954,15,12,62,31,65,98,56,0,0,65,95,9
45,85,26781,87,10,58,31,46,12,56,0,0,40,95,8
58,77,100960,7,5,58,41,46,98,56,0,0,40,95,8
38,77,203761,16,11,62,91,65,98,34,2354,0,40,95,8
23,77,213811,17,13,62,31,70,98,34,0,0,40,95,8
49,77,124672,39,9,58,23,46,98,56,0,0,40,95,9
19,77,219300,87,10,62,82,70,98,34,0,0,25,95,8
22,77,270436,39,9,62,68,70,98,56,0,0,40,95,8
23,77,212619,39,9,58,55,46,98,56,0,0,50,95,8
23,77,193586,39,9,58,11,100,98,34,3908,0,40,95,8
40,77,84136,39,9,58,23,46,98,56,0,0,25,95,8
55,33,264834,17,13,62,79,65,98,34,0,0,40,95,8
34,89,98995,16,11,62,79,65,98,34,0,0,40,95,8
21,77,278254,39,9,58,55,46,18,56,0,0,40,95,8
28,77,167987,39,9,62,68,70,98,34,0,0,40,95,8
43,33,72887,17,13,59,91,65,14,56,0,0,40,95,8
17,77,176467,7,5,62,93,65,98,56,0,0,20,95,8
51,85,85902,1,6,99,93,67,98,34,0,0,40,95,8
37,77,223433,39,9,58,82,46,98,56,0,0,40,95,9
54,84,108435,17,13,58,82,46,98,56,0,0,50,95,9
24,77,172496,17,13,62,82,65,98,56,0,0,30,95,8
35,77,241998,39,9,58,23,46,98,56,0,0,40,95,9
48,77,245948,39,9,62,55,65,18,34,2174,0,40,95,8
23,77,187513,16,11,62,55,70,98,56,0,0,40,95,8
24,77,440138,39,9,62,76,65,98,34,0,0,45,30,8
24,77,218215,16,11,62,11,70,98,34,0,0,20,95,8
50,77,158948,6,4,58,23,46,98,56,3411,0,40,95,8
34,77,94413,39,9,58,93,46,98,56,0,0,40,95,9
45,77,183598,39,9,25,11,65,98,34,0,0,40,95,8
36,77,192664,2,7,62,23,70,98,56,0,0,40,95,8
33,77,392812,17,13,58,31,46,98,56,0,0,45,95,9
21,77,155818,39,9,62,68,70,98,34,0,0,20,95,8
32,77,195000,39,9,58,23,46,98,56,0,0,40,95,8
22,77,308205,5,3,62,32,67,98,56,0,0,40,61,8
53,77,104879,39,9,58,91,46,98,56,0,0,40,95,9
36,77,152307,39,9,58,55,46,98,56,0,0,40,95,8
22,77,145964,17,13,62,82,70,98,56,0,0,40,95,8
47,77,97419,39,9,58,80,100,18,34,0,0,40,95,8
25,10,12285,87,10,62,10,65,12,34,0,0,20,95,8
30,77,263150,39,9,25,55,96,98,34,0,0,20,95,8
49,10,189885,39,9,99,10,65,18,34,0,0,40,95,8
23,77,151888,87,10,62,82,70,98,56,0,0,40,95,8
40,77,254167,1,6,86,93,70,98,56,0,0,35,95,8
45,54,331482,15,12,25,91,70,98,56,0,0,40,95,8
61,54,177189,17,13,58,79,46,98,56,0,0,42,95,8
35,77,186886,39,9,25,31,96,98,34,0,0,55,95,8
20,77,33221,87,10,62,68,70,98,34,0,0,25,95,8
27,77,188171,1,6,62,11,70,98,56,0,0,60,95,8
23,77,209770,39,9,62,11,70,98,34,0,0,40,95,8
25,77,164488,17,13,58,79,46,98,56,0,0,40,10,8
65,54,180869,87,10,99,11,65,98,34,0,0,35,95,8
25,77,190350,39,9,62,11,96,18,34,0,0,40,95,8
49,77,137192,17,13,58,82,46,14,56,0,1977,50,88,9
45,77,204057,17,13,25,11,96,98,34,0,0,40,36,8
46,77,198774,60,14,25,31,96,98,34,0,323,45,95,8
67,77,134906,39,9,99,82,65,98,34,0,0,32,95,8
40,77,174515,39,9,99,55,96,98,34,0,0,40,95,8
51,77,259363,87,10,58,31,46,98,56,0,0,60,95,9
44,85,201742,17,13,58,31,46,98,56,0,2415,50,95,9
35,77,209609,39,9,58,93,46,98,56,0,0,60,95,8
28,77,185127,87,10,62,82,65,98,56,0,0,40,95,8
44,77,462838,39,9,25,41,65,98,34,0,0,48,95,8
37,77,176967,87,10,58,23,46,98,56,0,0,50,95,9
54,77,284129,87,10,58,93,46,98,56,0,0,45,95,9
33,33,37546,78,15,58,79,100,98,34,0,0,40,95,9
46,77,116666,39,9,25,31,65,98,34,0,0,40,95,8
45,77,120724,60,14,58,31,46,98,56,4386,0,40,95,8
27,77,314240,15,12,62,31,65,98,56,3325,0,40,95,8
49,77,423222,60,14,58,82,46,98,56,0,0,50,95,9
51,77,201127,39,9,25,82,65,98,56,0,0,45,95,8
27,77,202239,39,9,58,41,46,98,56,0,0,40,95,8
36,77,209629,39,9,58,55,46,98,56,0,0,40,95,8
59,77,165922,17,13,58,79,46,98,56,15024,0,40,95,9
24,77,133520,87,10,62,82,70,98,34,0,0,15,95,8
66,10,99888,16,11,99,10,65,98,34,0,0,40,95,8
31,77,176410,39,9,62,68,70,98,34,0,0,38,95,8
35,33,103214,26,16,62,79,65,12,34,0,0,60,95,9
34,77,122612,17,13,58,68,100,14,34,7688,0,50,72,9
50,77,226735,87,10,58,80,46,18,56,0,0,70,95,9
43,84,151089,39,9,58,82,46,98,56,0,0,50,95,8
21,77,244312,7,5,62,23,70,98,56,0,0,30,29,8
33,77,209317,7,5,62,68,65,98,56,0,0,45,29,8
48,77,99096,87,10,25,11,65,98,34,0,1590,38,95,8
22,77,374116,39,9,62,76,70,98,34,0,0,36,95,8
29,77,205249,60,14,58,31,46,14,56,0,0,40,52,8
42,85,326083,16,11,58,79,46,98,56,0,0,40,95,8
28,85,183523,39,9,58,23,46,98,56,0,0,50,45,8
36,77,350783,39,9,62,79,65,98,34,0,0,38,95,8
66,54,140849,39,9,99,68,65,98,34,0,0,25,95,8
44,77,175943,17,13,58,79,100,98,34,0,0,20,95,8
45,54,125933,87,10,25,11,96,18,34,0,0,40,95,8
49,77,225124,39,9,25,68,70,18,34,0,0,40,95,8
36,77,272090,17,13,25,79,96,98,34,0,0,45,29,8
48,77,40666,2,7,58,41,46,98,56,0,0,60,95,8
19,77,35245,39,9,62,93,70,98,56,0,0,40,95,8
36,77,167482,17,13,58,11,46,98,56,0,0,40,95,9
41,77,204662,60,14,58,31,46,98,56,0,0,45,95,9
32,77,291147,87,10,58,82,46,98,56,0,0,50,95,8
49,77,179869,39,9,58,23,46,98,56,0,0,40,95,9
51,85,205100,39,9,58,31,100,98,34,0,0,40,95,8
20,77,352139,87,10,25,68,70,98,34,0,0,29,95,8
39,77,111268,17,13,62,11,70,98,34,0,0,40,95,8
38,77,247111,39,9,58,91,46,98,56,0,0,40,95,9
19,77,271446,87,10,62,68,70,98,34,0,0,25,95,8
29,54,132412,17,13,62,41,70,98,56,0,0,40,95,8
52,84,74712,39,9,58,82,46,14,56,0,0,40,95,9
22,77,94662,16,11,62,23,65,98,56,0,0,44,95,8
44,84,33126,87,10,58,31,46,98,56,0,0,80,95,8
43,77,133584,39,9,25,23,65,98,56,0,0,40,95,8
41,54,103759,87,10,58,93,46,98,56,3942,0,40,95,8
63,10,64448,39,9,58,10,46,98,56,0,0,40,95,8
40,77,374367,16,11,86,82,65,18,56,0,0,44,95,8
40,77,179666,17,13,62,31,65,98,56,0,0,30,20,8
18,77,99219,2,7,62,82,70,98,34,0,0,15,95,8
57,84,180211,78,15,58,79,46,14,56,0,0,50,90,9
54,54,219276,17,13,58,31,46,14,56,0,0,40,72,9
44,77,150011,17,13,25,79,96,98,34,0,0,40,95,8
20,77,231231,87,10,62,82,65,98,56,0,0,30,95,8
40,77,182217,87,10,58,68,100,98,34,0,0,40,83,8
29,77,277342,87,10,62,93,96,98,56,0,0,40,95,8
22,77,140001,17,13,62,11,65,98,56,0,0,40,95,8
44,77,99651,60,14,58,31,46,98,56,5178,0,40,95,9
45,77,223319,87,10,25,82,70,98,56,0,0,45,95,8
52,77,235307,17,13,58,79,46,98,56,0,0,40,95,9
57,77,206343,39,9,86,55,65,98,56,2174,0,40,24,8
51,54,156003,39,9,25,80,65,98,56,0,0,40,95,8
23,77,529223,17,13,62,82,70,18,56,0,0,10,95,8
22,77,202871,16,11,58,68,46,98,56,0,0,44,95,8
37,77,58337,87,10,25,31,65,98,34,0,0,40,95,9
58,33,298643,39,9,25,11,96,18,34,0,0,40,95,8
61,77,191188,1,6,99,32,96,98,56,0,0,20,95,8
30,77,96287,60,14,62,79,65,98,34,0,0,45,95,8
23,77,104443,87,10,62,11,70,98,34,0,0,40,95,8
30,77,323054,1,6,25,68,65,12,56,0,0,40,95,8
18,77,95917,39,9,62,68,70,98,56,0,0,25,20,8
34,77,238305,87,10,58,68,100,98,34,0,1628,12,10,8
23,77,49296,39,9,62,41,67,18,56,0,0,40,95,8
23,77,50953,87,10,62,76,70,98,34,0,0,10,95,8
57,77,124507,17,13,58,82,46,98,56,0,0,55,95,9
58,77,239523,39,9,58,31,46,98,56,0,0,45,95,9
59,85,309124,39,9,58,93,46,98,56,0,0,40,95,9
27,77,240172,17,13,59,11,65,98,56,0,0,40,95,8
50,77,105010,17,13,58,32,46,98,56,0,0,45,95,9
44,54,135056,60,14,25,79,96,98,34,0,0,16,10,8
25,77,178478,17,13,62,91,70,98,34,0,0,40,95,8
33,77,23871,39,9,25,68,96,98,34,0,0,30,95,8
22,77,362309,87,10,62,68,70,98,56,0,0,35,95,8
21,77,257781,87,10,62,23,70,98,56,0,1719,30,95,8
44,77,175669,2,7,58,79,100,98,34,5178,0,36,95,9
50,77,297906,87,10,58,82,46,14,56,0,0,50,95,9
44,77,230684,39,9,58,93,46,98,56,0,0,45,95,8
53,10,123011,39,9,58,10,46,98,56,0,0,40,95,9
41,77,170866,17,13,58,31,46,98,56,0,0,50,95,9
54,54,182543,87,10,99,11,96,98,34,0,0,40,61,8
60,85,236470,6,4,58,32,46,98,56,0,0,40,95,8
58,77,33725,60,14,25,79,65,98,56,0,0,20,95,8
27,77,188941,87,10,58,91,46,98,56,3908,0,40,95,8
43,77,206878,39,9,62,11,96,98,34,0,0,60,95,8
33,54,173806,15,12,58,41,46,98,56,0,0,40,95,8
24,77,190709,87,10,58,93,46,98,56,0,0,65,95,8
41,77,149102,39,9,62,93,65,98,56,0,0,40,73,8
21,77,25265,39,9,62,23,70,98,56,0,0,40,95,8
39,77,100669,87,10,58,23,70,14,56,0,0,40,95,8
27,84,114158,17,13,62,31,70,98,34,0,0,40,95,8
50,77,228057,39,9,58,93,46,98,56,0,0,40,95,8
20,77,54012,39,9,62,41,70,98,56,0,0,40,95,8
46,33,219967,17,13,58,31,46,98,56,0,0,40,95,9
49,77,239865,2,7,58,93,46,98,56,0,0,40,95,8
35,89,119421,17,13,58,31,100,98,34,0,0,35,95,9
56,85,220187,87,10,58,68,46,98,56,0,0,45,95,9
41,54,33068,60,14,25,79,65,98,56,0,1974,40,95,8
41,85,277783,87,10,25,23,65,98,56,0,2001,50,95,8
42,77,175515,39,9,58,23,46,98,56,0,0,40,95,8
58,54,271795,6,4,58,23,46,98,56,0,0,40,95,8
43,77,70055,87,10,58,11,46,98,56,0,0,40,95,8
25,77,352806,39,9,25,68,65,98,34,0,0,40,61,8
57,77,266189,39,9,25,11,96,98,34,0,0,42,95,8
49,77,102945,6,4,99,55,65,98,34,0,0,40,95,8
23,77,173851,87,10,58,41,46,98,56,0,0,40,95,8
59,77,144092,39,9,58,23,46,98,56,0,0,40,95,8
50,77,198681,87,10,58,93,46,98,56,0,0,70,95,9
33,77,351810,17,13,62,79,65,98,34,0,0,45,61,8
52,77,180142,60,14,58,91,46,98,56,0,0,45,95,8
37,84,175360,39,9,58,23,46,98,56,0,0,40,95,9
30,84,224498,39,9,25,11,96,98,34,0,0,40,95,8
39,84,154641,39,9,25,23,96,98,56,0,0,60,95,8
54,54,152540,87,10,25,23,96,98,56,0,0,42,95,8
52,77,217663,39,9,58,82,46,98,56,0,0,45,95,9
22,54,138575,39,9,62,80,96,98,56,0,0,56,95,8
19,10,32477,87,10,62,10,70,98,56,0,0,25,95,8
65,77,101104,39,9,58,82,46,98,56,9386,0,10,95,9
32,77,44677,17,13,62,11,65,98,56,0,0,40,95,8
25,77,456618,6,4,62,55,96,98,56,0,0,40,29,8
34,77,227282,87,10,62,23,65,98,56,0,0,40,95,8
47,77,27624,16,11,62,68,65,98,34,0,0,55,95,8
24,77,281403,39,9,62,32,70,98,56,0,0,98,95,8
63,33,39181,26,16,25,31,65,98,34,0,2559,60,95,9
48,77,377140,5,3,62,76,96,98,34,0,0,35,64,8
26,77,299810,39,9,62,82,65,98,34,0,0,50,95,8
28,77,181916,87,10,86,55,65,98,56,0,0,40,95,8
23,77,237044,39,9,62,68,70,18,56,0,0,12,95,8
57,84,123053,78,15,58,79,46,14,56,15024,0,50,47,9
64,89,269512,17,13,25,91,65,98,56,0,0,40,95,8
28,77,44767,17,13,62,31,70,98,56,0,0,50,95,9
28,77,67218,6,4,58,82,67,98,56,0,0,40,95,8
34,77,176992,87,10,58,55,46,98,56,0,0,40,95,8
38,85,43712,2,7,58,31,46,98,56,0,1887,45,95,9
44,77,379919,15,12,58,32,46,98,56,0,0,60,95,9
34,77,104509,16,11,62,79,65,98,34,1639,0,20,95,8
18,77,212370,39,9,58,23,46,98,56,0,0,25,95,8
36,77,179666,3,8,58,23,46,66,56,0,0,40,95,8
73,85,233882,39,9,58,32,46,14,56,0,2457,40,97,8
24,77,197387,39,9,62,68,70,98,56,0,0,40,61,8
29,54,220656,17,13,58,31,46,18,56,0,0,40,95,9
33,77,181091,87,10,58,79,46,98,56,0,0,40,95,8
57,33,135028,39,9,86,11,67,18,34,0,0,35,95,8
41,77,185057,16,11,62,23,65,98,34,0,0,40,10,8
55,77,106498,1,6,99,93,65,18,34,0,0,35,95,8
21,77,203003,1,6,58,23,46,98,56,0,0,40,95,8
36,85,223789,60,14,58,79,46,98,56,0,0,45,95,9
26,77,184026,87,10,62,79,65,66,56,0,0,50,95,8
32,10,335427,17,13,58,10,100,98,34,0,0,20,95,9
40,77,65866,87,10,25,91,96,98,34,0,213,40,95,8
32,77,372692,39,9,58,23,46,98,56,0,0,40,95,8
21,77,45607,87,10,62,68,70,98,34,0,0,40,95,8
59,89,303176,87,10,58,31,46,98,56,0,2179,40,95,8
29,77,138190,39,9,62,82,96,18,34,0,1138,40,95,8
29,85,212895,87,10,25,55,65,98,56,0,0,48,95,8
59,84,31359,60,14,58,31,46,98,56,15024,0,80,95,9
58,77,147989,39,9,58,93,46,98,56,0,0,40,95,9
47,77,145290,39,9,58,55,46,98,56,0,0,45,95,8
44,77,262684,39,9,25,11,65,98,34,0,1504,45,95,8
31,77,132601,39,9,62,68,70,98,56,0,0,40,95,8
42,85,30759,39,9,58,23,46,98,56,0,0,35,95,8
19,77,319889,39,9,62,68,70,98,56,0,0,25,95,8
66,77,29431,39,9,58,82,46,98,56,0,0,50,95,8
41,77,111483,39,9,58,55,46,98,56,0,0,45,95,8
22,77,184756,87,10,62,82,70,98,34,0,0,30,95,8
31,77,651396,39,9,62,82,70,98,34,0,1594,30,95,8
30,77,187560,17,13,62,82,65,98,56,0,0,40,95,8
36,85,84848,39,9,86,68,65,98,34,0,0,16,95,8
75,10,36243,26,16,62,10,65,98,56,0,0,40,95,8
41,89,88913,15,12,25,79,96,14,34,0,0,36,95,8
19,77,73190,87,10,62,41,70,98,56,0,0,20,95,8
60,77,132529,39,9,58,68,46,98,56,0,0,40,95,8
24,77,214542,2,7,62,93,70,98,56,0,0,40,95,8
25,77,217006,2,7,58,55,46,98,56,0,0,40,95,8
52,77,169785,87,10,62,31,65,98,34,0,0,50,95,8
30,77,75573,17,13,62,31,65,98,34,0,0,45,36,8
37,77,239171,39,9,58,23,46,98,56,0,0,40,95,9
55,85,53566,26,16,25,31,65,98,34,0,0,30,95,8
20,77,117109,87,10,62,11,67,18,34,0,0,24,95,8
32,77,398019,6,4,62,76,65,98,34,0,0,15,61,8
18,77,114008,39,9,62,68,70,98,56,0,0,35,95,8
24,77,204653,87,10,62,23,70,98,56,0,0,40,95,8
33,54,254935,87,10,58,80,46,98,56,0,0,45,95,8
76,10,84755,87,10,99,10,96,98,34,0,0,40,95,8
57,54,198145,60,14,58,80,46,98,56,0,0,14,95,9
53,77,174020,60,14,25,79,96,98,34,0,1876,38,95,8
19,77,451951,39,9,62,82,65,98,34,0,0,40,95,8
50,54,172175,78,15,58,79,46,98,56,0,0,40,95,9
27,77,209472,17,13,62,31,65,98,56,0,0,50,95,8
40,77,336707,16,11,86,23,65,98,34,0,0,60,95,8
26,10,431861,1,6,86,10,65,98,56,0,0,40,95,8
47,84,156728,39,9,58,82,46,98,56,0,0,55,95,8
39,33,290321,16,11,58,79,46,98,56,0,0,50,95,8
49,89,206577,87,10,25,11,70,98,56,0,0,40,95,8
28,85,149324,87,10,58,79,46,98,56,0,0,7,95,8
33,10,49593,87,10,58,10,100,18,34,0,0,30,95,8
50,77,98975,17,13,58,31,46,98,56,15024,0,40,95,9
28,77,181659,2,7,62,93,70,98,56,0,0,50,95,8
30,77,174789,39,9,58,82,46,98,56,0,0,40,95,8
47,77,102308,60,14,58,31,46,98,56,99999,0,50,95,9
39,77,184801,17,13,58,79,46,98,56,0,0,40,95,9
37,77,176014,39,9,58,82,46,98,56,0,0,50,95,8
50,77,256861,39,9,58,82,46,98,56,0,0,80,95,8
37,77,239397,1,6,58,55,46,98,56,0,0,40,61,8
26,77,233777,39,9,58,55,46,98,56,0,0,40,95,9
55,77,236520,16,11,58,23,46,98,56,0,0,40,95,9
46,77,70754,17,13,58,79,46,98,56,0,0,40,95,9
32,77,245378,39,9,58,82,46,98,56,0,0,60,95,8
26,77,176729,17,13,62,23,65,98,56,0,0,45,95,9
32,77,154120,39,9,58,93,46,98,56,7298,0,40,95,9
43,77,88913,87,10,62,41,70,14,34,1055,0,40,95,8
19,77,517036,39,9,25,23,65,98,34,0,0,40,29,8
38,77,436361,39,9,25,68,65,98,34,0,0,75,95,8
38,77,231037,5,3,58,82,46,98,56,0,0,40,61,8
65,77,209831,16,11,58,11,100,98,34,0,0,40,95,8
70,85,143833,87,10,58,31,46,98,56,0,2246,40,95,9
48,10,167381,39,9,99,10,96,98,34,0,0,25,95,8
44,77,215468,17,13,86,55,96,18,34,0,0,7,95,8
32,77,200700,87,10,62,82,65,98,56,0,0,50,95,8
30,54,191777,39,9,62,80,70,18,34,0,0,40,95,8
49,33,195437,15,12,58,11,46,98,56,0,0,60,95,9
23,77,149396,39,9,62,11,70,18,34,0,0,40,95,8
25,77,104746,87,10,58,41,46,98,56,0,0,16,95,8
19,77,108147,87,10,62,11,70,98,34,0,0,15,95,8
27,77,238859,16,11,62,23,65,98,56,0,0,40,95,8
43,89,23157,39,9,62,93,65,98,56,0,0,60,95,8
38,77,497788,39,9,58,23,46,98,56,0,0,50,95,8
42,77,141558,60,14,58,79,46,98,56,0,0,60,95,8
33,33,117963,17,13,62,11,70,98,56,0,0,38,95,8
30,77,232356,17,13,58,31,46,98,56,0,0,40,95,9
29,77,157941,17,13,62,91,65,98,56,0,0,40,95,8
30,77,103642,2,7,58,23,46,98,56,0,0,40,95,8
26,77,169727,39,9,58,91,46,98,56,0,0,40,95,8
43,77,274731,17,13,58,79,46,98,56,0,0,40,95,9
30,77,161572,39,9,58,68,100,98,34,0,0,45,95,8
38,77,48779,87,10,58,93,46,98,56,0,0,40,95,9
48,77,141511,60,14,58,31,46,98,56,0,0,40,95,9
57,77,314153,17,13,58,82,46,98,56,0,1887,55,95,9
30,77,168334,39,9,58,82,100,98,34,0,0,30,95,8
42,54,267252,60,14,86,31,96,18,56,0,0,45,95,9
31,85,312055,39,9,58,31,46,98,56,0,0,70,95,8
32,77,207937,87,10,62,23,65,98,56,0,0,40,95,8
28,77,232653,17,13,58,31,46,98,56,0,0,40,95,8
63,77,246841,39,9,58,41,46,98,56,0,0,40,95,8
32,77,154087,39,9,58,93,46,98,56,0,0,40,95,8
20,77,199011,87,10,62,41,70,98,56,0,0,12,95,8
51,85,205100,60,14,58,79,100,98,34,0,0,30,95,9
36,77,177907,17,13,62,68,65,98,56,2176,0,20,10,8
24,77,50400,87,10,58,82,46,12,56,0,0,40,95,8
41,54,97064,16,11,25,11,96,98,34,0,0,44,95,8
21,77,65038,39,9,62,55,70,98,56,0,0,40,95,8
27,77,292472,87,10,62,23,65,14,56,0,1876,45,19,8
17,77,225211,7,5,62,68,70,18,56,0,0,35,95,8
45,77,320192,4,2,58,68,100,98,34,0,0,40,95,8
39,89,119421,39,9,86,11,96,98,34,0,625,35,95,8
21,77,83580,87,10,62,79,70,12,34,0,0,4,95,8
29,77,133696,17,13,62,79,65,98,56,8614,0,45,95,9
39,77,141584,60,14,62,82,65,98,56,0,2444,45,95,9
42,77,529216,39,9,86,93,67,18,56,0,0,40,95,8
22,77,390817,5,3,58,23,67,98,56,0,0,40,61,8
21,10,85733,87,10,62,10,70,98,34,0,0,40,95,8
59,77,155976,39,9,99,11,65,98,34,0,0,40,95,8
40,77,221172,60,14,58,31,46,98,56,0,0,65,95,9
45,77,270842,87,10,25,68,65,98,34,0,0,40,95,8
35,77,82622,39,9,25,31,65,98,56,0,0,50,95,8
58,77,371064,39,9,58,32,46,98,56,0,0,20,95,8
45,77,54744,87,10,58,23,46,98,56,0,1848,40,95,9
29,77,22641,39,9,58,55,46,12,56,0,0,45,95,8
21,77,218957,2,7,62,23,70,98,56,0,0,45,95,8
51,77,441637,39,9,58,91,46,98,56,0,0,40,95,8
34,54,143699,87,10,58,68,100,98,34,0,0,40,95,8
40,77,183096,17,13,25,11,65,98,34,0,0,35,95,8
45,77,97176,2,7,25,11,96,98,34,0,0,16,95,8
38,85,122493,1,6,58,82,46,98,56,0,1887,40,95,9
22,77,311376,17,13,62,11,70,98,34,0,0,40,95,8
37,77,78928,7,5,58,68,46,98,56,3137,0,40,95,8
62,77,123582,1,6,25,68,96,98,34,0,0,40,95,8
32,33,174215,17,13,62,31,65,98,34,0,0,60,95,8
36,77,183902,17,13,58,79,100,98,34,0,0,4,95,9
43,77,247880,39,9,62,23,65,98,56,0,0,40,95,8
37,77,256636,39,9,58,93,46,98,56,0,0,40,95,8
33,10,152875,17,13,58,10,100,14,34,0,0,40,21,8
28,77,22422,39,9,62,93,96,98,56,0,0,55,95,8
49,10,178215,87,10,99,10,96,98,34,0,0,28,95,8
47,54,194360,39,9,58,68,100,98,34,0,0,7,95,9
59,77,247187,39,9,25,11,65,98,34,0,0,40,95,8
35,77,63921,39,9,58,55,46,98,56,0,0,40,95,8
35,77,224889,17,13,58,82,46,98,56,0,0,40,95,8
29,85,178564,17,13,62,79,67,98,56,0,0,40,95,8
57,77,47619,15,12,25,79,65,18,34,0,0,40,95,8
41,77,92775,17,13,58,31,46,98,56,0,0,60,95,9
37,77,50837,60,14,58,79,46,98,56,0,0,45,95,9
20,54,235894,87,10,62,32,70,98,56,0,0,40,95,8
44,77,244974,39,9,58,82,46,98,56,0,0,60,95,8
20,54,526734,39,9,62,11,65,98,34,0,0,30,95,8
38,85,243484,17,13,58,11,100,98,34,0,0,28,95,9
23,77,201664,39,9,58,11,67,98,56,0,0,40,95,8
24,77,234640,39,9,59,82,70,98,34,0,0,36,95,8
46,77,268022,17,13,58,82,46,98,56,0,0,40,95,9
32,54,223267,39,9,58,93,46,98,56,0,0,40,95,8
21,85,99199,39,9,58,23,46,98,56,0,0,40,95,8
32,77,137076,87,10,58,82,46,98,56,0,0,40,95,8
41,77,115411,87,10,25,82,70,98,56,2174,0,45,95,8
51,77,313146,39,9,58,55,46,98,56,0,0,40,95,8
69,85,29980,6,4,62,32,67,98,56,1848,0,10,95,8
39,84,543042,39,9,58,23,46,98,56,5178,0,50,95,9
43,77,271807,87,10,25,23,65,98,56,0,0,40,95,8
51,33,97934,17,13,58,32,46,98,56,5178,0,40,95,9
43,77,191196,39,9,25,68,65,98,56,0,0,40,95,8
35,85,264627,2,7,25,31,96,98,34,0,0,84,95,8
32,77,183801,39,9,25,23,70,98,56,0,0,40,95,8
25,77,209227,17,13,62,79,70,98,34,0,0,21,95,8
64,77,216208,87,10,99,82,65,98,34,0,0,40,95,8
28,77,377095,17,13,58,31,100,98,34,0,0,40,95,8
44,77,317535,4,2,58,80,67,98,56,0,0,40,61,8
40,77,247880,17,13,58,91,46,98,56,0,0,40,95,9
21,77,152246,87,10,62,41,70,14,56,0,0,40,72,8
23,77,428299,39,9,62,23,65,98,56,0,0,40,95,8
23,77,161708,87,10,62,68,96,98,34,0,0,20,95,8
19,77,167859,39,9,62,68,70,18,56,0,0,40,95,8
61,77,85194,87,10,58,91,46,98,56,0,0,25,95,8
47,84,119471,6,4,62,23,65,66,56,0,0,40,10,8
39,77,117683,1,6,58,41,46,98,56,0,0,45,95,8
51,77,139347,39,9,58,11,100,98,34,7688,0,40,95,9
25,77,427744,1,6,58,31,46,98,56,0,0,40,95,8
33,77,122116,39,9,58,82,46,98,56,0,0,45,95,8
34,89,227931,87,10,25,11,65,98,34,0,0,38,95,8
54,85,226497,87,10,58,82,46,98,56,0,0,50,95,8
24,77,83783,17,13,62,91,70,98,34,0,0,40,95,8
28,77,197113,39,9,62,55,70,66,56,0,0,50,81,8
33,77,204742,87,10,58,82,46,98,56,0,0,44,95,8
63,10,331527,39,9,58,10,46,98,56,0,0,14,95,8
31,77,213179,39,9,58,93,46,98,56,0,0,60,95,9
70,84,188260,39,9,58,31,46,98,56,0,0,16,95,8
43,77,298161,39,9,58,55,100,98,34,0,0,40,64,8
36,77,143774,87,10,58,11,100,98,34,0,0,12,95,9
50,54,139296,2,7,62,23,96,98,56,0,0,40,95,8
21,77,152389,87,10,62,68,65,18,34,0,0,30,95,8
31,77,309974,87,10,86,91,96,18,34,0,0,40,95,8
19,10,37085,87,10,62,10,70,98,34,0,0,30,95,8
39,77,270059,87,10,25,11,96,98,34,0,0,35,95,8
29,77,130045,6,4,58,68,100,98,34,0,0,40,95,8
39,77,188038,87,10,25,41,65,98,56,0,0,40,95,8
17,77,168203,6,4,62,32,67,66,56,0,0,40,61,8
46,77,171807,87,10,25,82,96,98,34,0,0,40,95,8
62,77,186696,39,9,58,23,46,98,56,0,0,40,95,8
32,77,177531,1,6,25,68,96,18,34,0,0,23,95,8
28,77,115464,39,9,62,68,70,18,34,0,0,40,95,8
19,77,501144,87,10,62,82,67,18,34,0,0,40,95,8
61,54,180079,26,16,58,31,46,98,56,4064,0,40,95,8
18,77,205894,87,10,62,82,70,98,56,0,0,25,10,8
39,85,218490,78,15,58,79,46,98,56,0,2415,50,10,9
24,54,203924,17,13,58,80,46,98,56,0,0,45,95,8
38,77,91857,87,10,58,23,46,98,56,0,0,41,95,8
38,77,229700,60,14,58,79,46,18,56,0,0,40,95,9
17,77,158704,1,6,62,82,70,98,56,0,0,20,95,8
28,77,190911,39,9,58,23,46,98,56,0,0,40,95,8
52,77,139176,39,9,58,82,46,98,56,0,0,8,95,8
61,77,119684,78,15,58,79,46,98,56,15024,0,20,95,9
69,77,124930,5,3,58,55,46,98,56,0,2267,40,95,8
19,77,168693,39,9,62,82,70,98,34,0,0,25,95,8
